title,originalTitle,imdbID,runtime,originalLanguage,originCountry,plot,releaseDate,homepage,budget,revenue,tmdbRating,tmdbVotes,popularity,director,actors,awards,imdbVotes,imdbRating,metacriticRating,rottenTomatoesRating,mpaFilmRating,genre
Oh My Ghost : The Finale,หอแต๋วแตก แหกสัปะหยด,tt35021460,108,th,['TH'],"This new dormitory is located in the middle of beautiful nature. But what everyone doesn't know is This area is a haven for people with sorcery, people who play games, and is full of mysteries that cannot be answered.",2024-03-14,,,3984000.0,6.0,29,1.0846,Poj Arnon,"Jaturong Mokjok, Kohtee Aramboy, Wiradit Srimalai",,15.0,,,,,"['Comedy', 'Horror']"
Auction,Le Tableau volé,tt29147289,91,fr,['FR'],"André Masson, specialist in modern art, receives a letter according to which a painting by Egon Schiele had been discovered in Mulhouse. He finds that the work has been missing since 1939. This discovery puts his career in danger.",2024-05-01,,,,6.1,85,0.9932,Pascal Bonitzer,"Alex Lutz, Léa Drucker, Nora Hamzawi",,562.0,,,,,"['Comedy', 'Drama']"
WWE WrestleMania XL Sunday,WWE WrestleMania XL Sunday,tt32046050,222,en,['US'],"The Undisputed WWE Universal Championship will be on the line when Roman Reigns defends his title against the winner of the 2024 Royal Rumble, Cody Rhodes. The Scottish Warrior Drew McIntyre will finally get his chance to win a world title in front of the masses as he faces World Heavyweight Champion Seth ""Freakin"" Rollins at The Showcase of the Immortals. Plus a big tag team match on night 1 where Cody Rhodes and World Heavyweight Champion Seth ""Freakin"" Rollins will go head to head with Dwayne ""The Rock"" Johnson and Undisputed WWE Universal Champion Roman Reigns in a match with huge WrestleMania implications. Bayley is hellbent on seizing the WWE Women's Champion when she goes to war against her former ally IYO SKY at WrestleMania. 'Mami' Rhea Ripley defends her Women's World Title against 'The Man' Becky Lynch in what should be a legendary championship fight and many more.",2024-04-07,,,,8.4,38,0.7428,,,,,,,,,
The Hypnosis,Hypnosen,tt27789180,100,sv,['SE'],"André and Vera are a young entrepreneurial couple. They get the opportunity to pitch their female health app at a prestigious competition. Before going there, Vera tries hypnotherapy to quit smoking. From this point, her attitude changes and André starts to behave unexpectedly.",2024-03-08,https://triart.se/bio/hypnosen,,,6.615,26,1.0038,Ernst De Geer,"Asta Kamma August, Herbert Nordrum, Andrea Edwards",9 wins & 13 nominations,1739.0,6.6,,9.4,,"['Comedy', 'Drama']"
Captain Miller,கேப்டன் மில்லர்,tt22170036,158,ta,['IN'],"In the 1930s, during the British Raj, Analeesan ""Eesa"", a former soldier of the British Indian Army called Captain Miller, is on a mission to protect the people from the British after witnessing an atrocity.",2024-01-11,https://www.primevideo.com/detail/0RVLNOHCK5B2RI5T7PRRNNLKKC/,6016000.0,,6.948,67,1.0111,Arun Matheswaran,"Dhanush, Aditi Balan, Shivarajkumar",,8563.0,6.5,,8.9,Unrated,"['Action', 'Adventure', 'Drama']"
Cat and Dog,Chien et Chat,tt18113118,86,fr,['FR'],"While about to take off, Monica, the owner of a famous influencer cat named Diva, and Jack, an international thief whose dog Chichi swallowed a stolen ruby, dis- cover that their pets have gotten lost on the tarmac. The owners – and their pets – must team up to find their loved ones. But they don’t know that Brandt, a cop hot on their heels, will do anything to get his hands on the ruby!",2024-02-14,,,10740923.0,6.1,94,2.4726,Reem Kherici,"Franck Dubosc, Reem Kherici, Philippe Lacheau",,922.0,5.2,,,TV-MA,['Comedy']
Tatami,Tatami,tt26674818,105,en,['US'],"Iranian female judokas Leila and her coach Maryam, travel to the Judo World Championship, intent on bringing home Iran’s first gold medal. Midway through the Judo World Championships, they receive an ultimatum from the Islamic Republic ordering Leila to fake an injury and lose, or she will be branded a traitor of the state. With her own and her family’s freedom at stake, Leila is faced with an impossible choice: comply with the Iranian regime as her coach Maryam implores her to do, or fight on, for the gold.",2024-03-08,,,1750678.0,7.8,119,1.4524,"Zar Amir Ebrahimi, Guy Nattiv","Arienne Mandi, Zar Amir Ebrahimi, Jaime Ray Newman",7 wins & 5 nominations,1685.0,7.5,,8.3,,"['Drama', 'Sport', 'Thriller']"
This Is the Goat!,Les Chèvres !,tt30505337,104,fr,['FR'],"France, 1640. Lawyer Maitre Pompignac has never won a case: all his clients are dead, either drawn and quartered, impaled or scalded... One day, a young woman comes to him and asks him to defend an inno- cent girl: 11-year-old Roxane, wrongly accused of killing a Marshal of France. Pompignac accepts, with- out realising that Roxane is in fact not an 11-year-old child, but a goat...",2024-02-21,,,,5.314,35,1.2582,Fred Cavayé,"Dany Boon, Jérôme Commandeur, Claire Chust",,252.0,,,,,['Comedy']
Hack Your Health: The Secrets of Your Gut,Hack Your Health: The Secrets of Your Gut,tt31316096,80,en,['US'],Delve into the digestive system with this lighthearted and informative documentary that demystifies the role gut health plays in our overall well-being.,2024-04-26,https://www.netflix.com/title/81436688,,,6.7,39,1.1434,Anjali Nayar,"Giulia Enders, Heiner Krammer, John Cryan",,2988.0,6.6,,,,['Documentary']
Sometimes I Think About Dying,Sometimes I Think About Dying,tt16431966,94,en,['US'],"Fran likes to think about dying. It brings sensation to her quiet life. When she makes the new guy at work laugh, it leads to more: a date, a slice of pie, a conversation, a spark. The only thing standing in their way is Fran herself.",2024-01-10,https://sometimesithinkaboutdying.oscilloscope.net/,,65871.0,6.5,94,2.1236,Rachel Lambert,"Daisy Ridley, Dave Merheje, Parvesh Cheena",2 wins & 3 nominations total,6298.0,6.6,6.8,8.2,PG-13,"['Comedy', 'Drama', 'Romance']"
The Vampire Next Door,The Vampire Next Door,tt26902267,111,en,['US'],"When twenty-year-old Cameron discovers he has a female vampire living next door, she enlists him to help her avenge the murder of a former lover. Cameron reluctantly agrees and goes along on the adventure, until he finds out the shocking truth.",2024-01-18,,,,6.2,36,0.837,Sean King,"Alex Matthews, Jessica Ferguson, Bella Chadwick",,687.0,4.7,,,,['Horror']
Hayao Miyazaki and the Heron,宮﨑駿と青サギと… ～「君たちはどう生きるか」への道～,tt32408421,121,ja,['JP'],"A documentary that chronicles the making of The Boy and the Heron, filmed with exclusive access to Studio Ghibli across an astonishing seven years.",2024-10-10,https://www.max.com/movies/hayao-miyazaki-and-the-heron/69bfebfa-90a7-41e6-9542-13b0a61ea1a7,,,8.1,24,0.9952,Kaku Arakawa,"Hayao Miyazaki, Toshio Suzuki, Takeshi Honda",1 nomination total,656.0,7.8,,,,['Documentary']
It Happens in the Best of Families,Succede anche nelle migliori famiglie,tt27597949,77,it,['IT'],"After their father passes away, three siblings reconnect at their mother's remarriage.",2024-01-01,,,,5.1,55,0.9252,Alessandro Siani,"Alessandro Siani, Cristiana Capotondi, Dino Abbrescia",,178.0,4.2,,,,['Comedy']
Out of Season,Hors-Saison,tt27704325,116,fr,['FR'],"Mathieu lives in Paris, Alice in a small seaside resort in Western France. He is a famous actor, about to turn fifty. She is a piano teacher in her forties. They were in love fifteen years ago, then separated. Time has passed. They each went their ways and slowly healed. When Mathieu goes try to overcome his melancholia in a thermal spa, he stumbles upon Alice.",2024-03-20,,6000000.0,,6.6,67,1.3353,Stéphane Brizé,"Guillaume Canet, Alba Rohrwacher, Sharif Andoura",2 nominations,882.0,6.5,,9.1,,['Drama']
Guest from the Future,Сто лет тому вперёд,tt23789874,141,ru,['RU'],"Kolya is an ordinary guy: video games, rap and friends. The last thing he cares about is the future. Until one day, he gets into the future himself. And everything is not easy there. The Earth coalition won the intergalactic war and lives quite happily, only the leaders of the defeated pirate forces are secretly preparing a new offensive. To do so, they need to go back in time and change the course of history, and Kolya unwittingly becomes their tool. But most importantly, Kolya meets Alisa, a girl unlike anyone else.",2024-04-18,https://centpart.international/film/3077,9700000.0,17757554.0,7.75,42,0.9483,Aleksandr Andryushchenko,"Darya Vereshchagina, Mark Eydelshteyn, Alexander Petrov",1 win & 1 nomination total,978.0,6.0,,,,"['Adventure', 'Family', 'Sci-Fi']"
Place of Bones,Place of Bones,tt14226748,93,en,['US'],"On a remote ranch, a mother and her daughter fight for survival when a wounded outlaw seeking refuge brings a notorious bank robber and his ruthless gang, all desperate to reclaim a stolen fortune, right to their doorstep.",2024-08-23,https://theavenue.film/movies/place-of-bones,,,5.5,24,1.1555,Audrey Cummings,"Heather Graham, Tom Hopper, Corin Nemec",1 win,646.0,4.8,,7.7,R,"['Drama', 'Thriller', 'Western']"
Following,그녀가 죽었다,tt32220831,103,ko,['KR'],"Realtor Jung-tae's hobby is sneaking into strangers' homes and peeping into their lives. One day, an unfamiliar face in the area grabs his attention – an Instagram star, So-ra. Miraculously, So-ra leaves her house key at Jung-tae's agency and Jung-tae visits her home whenever he can, thrilled and excited. Like any other day, Jung-tae makes another visit and finds what he hadn't expected: the dead body of So-ra. Jung-tae is shocked and he can't call the police and report. But when he returns few hours later with a client… So-ra’s dead body is gone! Days later, Jung-tae receives a red note saying 'It was you, right?'. Even worse, all evidences say that Jung-tae is the criminal. Can he find the real killer and clear his name?",2024-05-15,,,,6.9,30,1.1334,Kim Se-hwi,"Byun Yo-han, Shin Hye-sun, Yoon Byung-hee",,978.0,6.4,,,,"['Mystery', 'Thriller']"
Between the Temples,Between the Temples,tt27722375,111,en,['US'],A grief-stricken cantor in a crisis of faith finds his world turned upside down when his grade school music teacher re-enters his life as his new adult Bat Mitzvah student. The two forlorn souls develop a special connection.,2024-08-22,http://betweenthetemplesfilm.com,,2113603.0,5.5,33,0.9932,Nathan Silver,"Jason Schwartzman, Carol Kane, Dolly De Leon",4 wins & 7 nominations,1842.0,6.2,,8.5,R,['Comedy']
10 Days of a Curious Man,Meraklı Adamın 10 Günü,tt28713370,110,tr,['TR'],"When a young woman goes missing in Istanbul, a jaded writer gets tangled up in a deadly chain of events as he sets out to find her—and a good story.",2024-11-06,https://www.netflix.com/title/81428004,,,6.3,25,0.9665,Uluç Bayraktar,"Nejat Isler, Riza Kocaoglu, Kadir Çermik",,991.0,5.8,,,TV-MA,"['Crime', 'Drama', 'Mystery']"
A Place Called Silence,默杀,tt32553390,119,zh,['CN'],"Chen Yutong, a girl's middle school student, was bullied at school, but her mother Li Han was unable to save her daughter from the ""hell."" Everyone around her turned a blind eye, and a collective silence brewed greater violence.",2024-07-03,,,192856689.0,6.7,30,0.9982,Sam Quah,"Chuan-jun Wang, Ning Chang, Francis Ng",4 wins & 2 nominations,801.0,6.4,,,,"['Crime', 'Drama', 'Mystery']"
Lolo and the Kid,Lolo and the Kid,tt32921458,97,tl,['PH'],A hustler and the child he took in routinely con the wealthy — but a life-changing opportunity could end their inseparable bond.,2024-08-07,https://www.netflix.com/title/81750553,,,7.6,27,1.113,Benedict Mique,"Joel Torre, Euwenn Mikaell, Juan Karlos Labajo",,703.0,6.4,,10.0,,['Drama']
Down the Rabbit Hole,Fiesta en la Madriguera,tt27921617,103,es,['MX'],"Raised in opulence and culture, 10 year old Tochtli's lavish life contrasts with the darkness that seeps in from his father's criminal activities.",2024-04-30,https://www.netflix.com/title/81640439,,,6.7,33,1.0079,Manolo Caro,"Manuel Garcia-Rulfo, Miguel Valverde, Raúl Briones",,488.0,5.5,,,TV-MA,"['Comedy', 'Drama']"
Some Shooting Stars,4 Zéros,tt31797833,102,fr,['FR'],These old friends now have to train the next football generation with the help of their own offsprings...,2024-10-23,,,,4.4,33,1.0827,Fabien Onteniente,"Gérard Lanvin, Didier Bourdon, Isabelle Nanty",,44.0,,,,,['Comedy']
The Long Game,The Long Game,tt7738330,110,en,['US'],"In a segregated Texas, five Mexican-American teenage caddies were prohibited from playing at the country club where they worked. Against all odds, they formed their own team, built a one-hole course in the fields, and won the 1957 Texas State championship. Based on a true story.",2024-04-12,,,,6.9,53,1.6631,Julio Quintana,"Jay Hernandez, Dennis Quaid, Cheech Marin",4 wins & 2 nominations total,6526.0,6.7,6.5,8.2,PG,"['Drama', 'History', 'Sport']"
Marmalade,Marmalade,tt21275544,99,en,['US'],"Baron, an imprisoned man, strikes up a friendship with cellmate Otis. As the pair hatch an escape plan together, Baron recalls the story of how he met Marmalade, the love of his life, and their Bonnie and Clyde scheme to rob a bank in order to care for his sick mother and give the couple the life they’ve always dreamed of.",2024-02-08,,,,6.7,70,2.4862,Keir O'Donnell,"Joe Keery, Hans Christopher, Aldis Hodge",,2813.0,6.2,,6.9,,"['Comedy', 'Crime', 'Drama']"
Magpie,Magpie,tt20202324,90,en,['GB'],A couple's lives are thrown into disarray when their daughter is cast opposite a controversial major star.,2024-10-25,https://www.shoutstudios.com/magpie,,,6.2,32,1.054,Sam Yates,"Daisy Ridley, Shazad Latif, Matilda Lutz",,1306.0,5.9,,8.3,R,['Thriller']
Too Old for Fairy Tales 2,Za duży na bajki 2,tt31739491,97,pl,['PL'],"Your favourite gamer trio is back! This time, Waldek, Staszek and Delfina will spend an adventure-packed summer in the Tatra Mountains. During the trip, Waldek accidentally finds out that his father – the man he has heard so much about from his mum, the person who abandoned his family a long time ago – lives nearby. The boy is determined to find him and ask him about the reasons for his decision. Together with Staszek, under the cover of night, they set out on their mission. The hazards of the mountain trail, however, are nothing compared to what Delfina will have to do. The creative teenager has to hide the truth about the boys’ disappearance from her aunt, the mother of Waldek and… her new partner. How will this secret mission affect the lives of all the characters?  Will Waldek find an answer to the questions that haunt him and understand the actions of his father?",2024-03-15,https://next-film.pl/en/film/too-old-for-fairy-tales-2/,,2962925.0,6.6,39,0.9621,Kristoffer Rus,"Maciej Karas, Patryk Siemek, Amelia Fijalkowska",1 win,318.0,,,,,['Family']
Pilot,파일럿,tt32175399,111,ko,['KR'],"Han Jung-woo, a pilot with top-class skills, is flying high and even appears on a famous TV show. But everything comes crashing down when a careless mistake causes him to lose everything, even his job. Blacklisted in the industry, no airline is willing to hire him. Desperate with no other choice, Han Jung-woo transforms completely into his younger sister's identity and succeeds in landing a job as a pilot.",2024-07-31,,,30937400.0,7.6,28,0.962,Kim Han-Gyul,"Jo Jung-suk, Lee Joo-myung, Han Sun-hwa",,743.0,6.2,,,,['Comedy']
A Very Sonic Christmas,A Very Sonic Christmas,tt34984490,2,en,['US'],"An injured Santa Claus visits Sonic, Tails and Knuckles. As he is unable to deliver presents, he sends Team Sonic out to deliver all the Christmas presents to everyone around the world.",2024-12-11,,,,6.8,24,1.1023,David H. Brooks,"Ben Schwartz, Keanu Reeves, Idris Elba",,39.0,,,,,"['Animation', 'Short', 'Comedy']"
Here Now,Fino alla fine,tt29293152,0,en,['IT'],"The plot of the film unfolds over 24 hours during which everything happens, including a robbery. A Californian tourist, Sophie, played by Elena Kampouris, meets three young people on the beach who promise to introduce her to the Sicilian capital, but actually have a debt to pay and involve the girl. The three young men are played by Lorenzo Richelmy, Enrico Inserra and Saul Nanni.",2024-10-31,,11000000.0,,5.6,44,1.1404,Gabriele Muccino,"Elena Kampouris, Saul Nanni, Lorenzo Richelmy",,9.0,,,,,"['Crime', 'Drama']"
Upstream,逆行人生,tt32121131,121,zh,['CN'],"A moment of impulsiveness turns Gao Zhilei into a ""stay-at-home"" individual, but he never expected his life to take a turn in the opposite direction. A series of changes compel him to take on his responsibilities as the head of the family. When life's burdens hit hard, he must confront himself and start anew.",2024-08-03,,,,6.8,30,0.9247,Zheng Xu,"Zheng Xu, Zhilei Xin, Xiao Wang",5 wins & 4 nominations total,858.0,7.0,,,,['Drama']
(Un)lucky Sisters,Las hermanas fantásticas,tt33054529,84,es,['AR'],"When their dad unexpectedly dies, two estranged sisters are brought together when they find his stash of millions behind a wall. But should they keep it?",2024-08-30,https://www.netflix.com/title/81610658,,,5.5,47,2.9907,Fabiana Tiscornia,"Sofía Morandi, Leticia Siciliani, Andrea Garrote",,740.0,5.2,,,,['Comedy']
Will & Harper,Will & Harper,tt30321133,114,en,['US'],"When Will Ferrell's good friend Harper comes out as a trans woman, they take a road trip to bond and reintroduce Harper to the country as her true self.",2024-09-12,https://www.netflix.com/title/81760197,,,7.4,73,0.8319,Josh Greenbaum,"Will Ferrell, Harper Steele, Tina Fey",Nominated for 1 BAFTA Award9 wins & 42 nominations total,10715.0,7.4,7.4,9.9,R,['Documentary']
Kensuke's Kingdom,Kensuke's Kingdom,tt5674658,84,en,"['FR', 'LU', 'GB']","A young boy and his family set off on a sailing trip of a lifetime until a violent storm erupts, sweeping Michael and his dog overboard. After washing up on a remote island, terrified, they struggle to survive and adjust to life alone, One day, Michael discovers he is not alone when he is confronted by a mysterious Japanese man who has lived there secretly since World War II, angry that Michael has arrived. However, as dangerous invaders threaten their fragile island paradise, Michael and the old man, Kensuke, join forces to save their secret world.",2024-02-07,https://www.kensukeskingdom.com/,11000000.0,2919215.0,6.8,32,0.9527,"Neil Boyle, Kirk Hendry","Cillian Murphy, Raffey Cassidy, Sally Hawkins",19 wins & 2 nominations,508.0,7.1,,9.7,PG,"['Animation', 'Adventure']"
Checkmates,Menudas piezas,tt28375638,98,es,['ES'],"Candela, the headmistress of an elite school, after a traumatic divorce, returns to her old high school to lead a group of rebellious students through chess. There she will learn that in chess, and in life, it doesn't matter if you are a king or a pawn, because everyone ends up in the same box.",2024-04-12,https://www.filmfactoryentertainment.com/films/checkmates,,,7.1,68,1.0244,Nacho G. Velilla,"Alexandra Jiménez, Luis Callejo, Rocío Velayos",,316.0,,,,,['Comedy']
The Other Way Around,Volveréis,tt32128317,113,es,['ES'],"After 15 years together, Ale and Alex have an idea that might seem absurd: to organize a party to celebrate their breakup. This announcement leaves their loved ones perplexed, but they remain firm in their decision to separate. Or maybe not?",2024-08-28,,,,6.5,37,0.8542,Jonás Trueba,"Itsaso Arana, Vito Sanz, Fernando Trueba",1 win & 8 nominations total,697.0,6.7,7.7,9.2,,"['Comedy', 'Drama']"
Bitconned,Bitconned,tt30317302,95,en,['US'],"In this true-crime documentary, three guys exploit the freewheeling cryptocurrency market to scam millions from investors and bankroll lavish lifestyles.",2024-01-01,https://www.netflix.com/title/81507283,,,6.3,48,0.7949,Bryan Storkel,"Oshin Acopian, Andrew Aguirre, Malik S. Bailey",,3955.0,6.5,,10.0,TV-MA,['Documentary']
Soundtrack to a Coup d'Etat,Soundtrack to a Coup d'Etat,tt14452174,150,fr,['BE'],"Jazz and decolonization are intertwined in a powerful narrative that recounts one of the tensest episodes of the Cold War.  In 1960, the UN became the stage for a political earthquake as the struggle for independence in the Congo put the world on high alert. The newly independent nation faced its first coup d'état, orchestrated by Western forces and Belgium, which were reluctant to relinquish control over their resource-rich former colony. The US tried to divert attention by sending jazz ambassador Louis Armstrong to the African continent.  In 1961, Congolese leader Patrice Lumumba was brutally assassinated, silencing a key voice in the fight against colonialism; his death was facilitated by Belgian and CIA operatives. Musicians Abbey Lincoln and Max Roach took action, denouncing imperialism and structural racism. Soviet Premier Nikita Khrushchev intensified his criticism of the US, highlighting the racial barriers that characterized American society.",2024-09-11,,,311457.0,7.3,31,0.978,Johan Grimonprez,"Louis Armstrong, Malcolm X, Nina Simone",9 wins & 24 nominations,447.0,8.1,,9.7,,['Documentary']
Chantal in Fairyland,Chantal im Märchenland,tt27075304,118,de,['DE'],"Chantal is at the beginning of her career as an influencer when she steps through a mirror and finds herself in a fairy tale. She identifies as Sleeping Beauty. Her best friend Zeynep follows her through the mirror. Chantal’s goal, naturally, is to find a man, definitely a prince. Perhaps she will marry Prince Bosco. She already has a wedding gown, but he seems more interested in men. Her friend, Aladdin (Mido Kotaini), has a magic lamp; he rubs it, and people appear. She works to finish making a flying carpet. There is a wicked witch, Sansara, who sometimes looks old but often young. Her friend Zeynep ends up in a grave but reappears. An elderly rather fat fairy pops up occasionally. Chantal must fight a dragon.",2024-03-28,,,29671107.0,5.7,64,0.9858,Bora Dagtekin,"Jella Haase, Gizem Emre, Mido Kotaini",1 win,1804.0,4.6,,,,"['Comedy', 'Fantasy']"
Sailing Home,La Vallée des fous,tt29331425,118,fr,['FR'],"Passionate about sailing, Jean-Paul is going through a rough patch. Up to his ears in debts, he pulls away from his family. Determined to take his life back in hand, he signs up for Virtual Regatta, the online version of Vendée Globe boat race. To enhance his impression of being a “real” skipper, Jean-Paul holes up for 3 months on his boat in his garden. His voyage, unlike any other, will allow him to reconnect with his family and, even more, with himself.",2024-11-13,https://lavalleedesfous.seancescinema.com/,,,7.4,24,0.9995,Xavier Beauvois,"Jean-Paul Rouve, Pierre Richard, Madeleine Beauvois",,52.0,,,,,['Drama']
Operation Hope - The Children Lost in the Amazon,Operación Esperanza: Los niños perdidos en el Amazonas,tt32992689,86,es,['CO'],"The incredible true story of four children, who survive a plane crash deep in the dangerous Colombian Amazon. They are lost and alone for 40 days while the military and indigenous guard race against time to find them.",2024-04-26,,,,8.0,44,1.044,Tom Cross,,,80.0,,,,,['Documentary']
DarkGame,DarkGame,tt5613018,101,en,['GB'],"A determined detective is in a race against time to stop a twisted game show on the dark web, where captives are forced to compete for their lives.",2024-02-29,,,,5.1,31,0.8295,Howard J. Ford,"Ed Westwick, Andrew P Stephen, Natalya Tsvetkova",,1737.0,4.8,,,,"['Horror', 'Thriller']"
Parallel,Parallel,tt14637386,88,en,['US'],"Grief-stricken after the loss of her child, Vanessa takes refuge at a lake house only to be met with an aberration of herself from a parallel universe and realizes the multiverse gates hold the key to releasing her grief or trapping her forever.",2024-02-23,,,,6.0,34,1.0547,Kourosh Ahari,"Danielle Deadwyler, Aldis Hodge, Edwin Hodge",1 nomination total,1623.0,5.3,,,,"['Drama', 'Sci-Fi', 'Thriller']"
A House on Fire,Casa en flames,tt29793197,108,ca,"['IT', 'ES']","Montse, divorced and with two children who have long ignored her, prepares for a family reunion at her home on the Costa Brava.",2024-06-28,https://www.filmfactoryentertainment.com/films/a-house-on-fire,,,6.822,87,1.2276,Dani de la Orden,"Emma Vilarasau, Enric Auquer, Maria Rodríguez Soto",10 wins & 31 nominations total,2638.0,7.3,,8.3,,"['Comedy', 'Drama']"
Diamonds,Diamanti,tt32810496,135,it,['IT'],"A film director gathers his favorite actresses, those he worked with and those he loved. He wants to make a film about women but he doesn’t reveal much: he observes them, takes cue, until his imaginary throw them into another era, in a past where the noise of the sewing machines fills a workplace handled and populated by women, where men have minor and marginal roles and cinema can be told from another point of view: the one of costume. Between loneliness, passions, anxieties, heartbreaking absence and unbreakable bonds, reality and fiction permeate, as well as the lives of the actresses and those of the characters, the competition and the sisterhood, the visible and the invisible.",2024-12-19,,,10115104.0,7.602,161,0.6692,Ferzan Özpetek,"Kasia Smutniak, Luisa Ranieri, Jasmine Trinca",,,,,,,['Drama']
The Empire,L’Empire,tt17375596,110,fr,['FR'],"In a quiet fishing village on northern France's Opal Coast, the birth of a peculiar child sparks a hidden war between extraterrestrial forces of good and evil.",2024-02-21,,8789000.0,1293747.0,4.881,63,1.1754,Bruno Dumont,"Lyna Khoudri, Anamaria Vartolomei, Camille Cottin",1 win & 4 nominations,933.0,5.2,,5.6,,"['Adventure', 'Comedy', 'Drama']"
The Beach Boys,The Beach Boys,tt31922530,113,en,['US'],"A celebration of the legendary band that revolutionized pop music, and the iconic, harmonious sound they created that personified the California dream, captivating fans for generations and generations to come.",2024-05-21,https://www.disneyplus.com/movies/the-beach-boys/7SzP619mT38D,,,6.6,30,0.8378,"Frank Marshall, Thom Zimny","The Beach Boys, Mike Love, Brian Wilson",Won 1 Primetime Emmy. 1 win total,1831.0,7.1,,8.9,PG-13,"['Documentary', 'Biography', 'Music']"
Chime,Chime,tt30516366,45,ja,['JP'],A chef's life is disrupted by a chime that brings with it an increasing sense of dread.,2024-08-02,,,,7.012,43,0.9226,Kiyoshi Kurosawa,"Mutsuo Yoshioka, Seiichi Kohinata, Hana Amano",,1404.0,6.5,,,,"['Horror', 'Thriller']"
Ghost: Rite Here Rite Now,Rite Here Rite Now,tt32260498,144,en,['US'],"Whether you’re a devoted disciple looking to relive treasured memories of the GHOST live spectacle or among the curious uninitiated, RITE HERE RITE NOW will put you right there: putting your phones down and living in the moment—as a shadow of uncertainty looms—completely spellbound and in the thrall of this bombastic yet intimate cinematic portrait of GHOST.",2024-06-20,https://www.ritehereritenow.com/synopsis/,1500000.0,4772954.0,8.7,57,0.6862,"Tobias Forge, Alex Ross Perry","Maralyn Facey, Alan Ursillo, Justin Andrews",,1780.0,8.6,,,,['Music']
Plastic Guns,Les Pistolets en plastique,tt30824664,95,fr,['FR'],"During a trip to Denmark, a man is arrested and accused of murdering his wife and three children. Though maintaining his innocence, he remains jailed as police investigate.",2024-06-26,,,,6.04,50,0.8814,Jean-Christophe Meurisse,"Laurent Stocker, Delphine Baril, Charlotte Laemmel",3 nominations,242.0,6.3,,6.0,,"['Comedy', 'Crime']"
Bramayugam,ഭ്രമയുഗം,tt27431598,140,ml,['IN'],"Thevan, a folk singer of the Paanan caste, has a fateful encounter when escaping slavery, leading to discover an ancient tradition altering his destiny.",2024-02-15,https://bramayugam.online/,3300000.0,10000000.0,7.5,47,0.9249,Rahul Sadasivan,"Mammootty, Arjun Ashokan, Sidharth Bharathan",1 nomination total,12862.0,7.8,,,,"['Drama', 'Horror', 'Thriller']"
Here After,Here After,tt5402714,89,en,['IT'],"When her teen daughter displays increasingly disturbing behavior after a near death experience, a mother becomes convinced the girl brought something evil back from the other side.",2024-07-25,,,,4.9,51,1.1161,Robert Salerno,"Connie Britton, Freya Hannan-Mills, Giovanni Cirfiera",2 nominations total,1284.0,4.1,,,PG-13,"['Drama', 'Horror', 'Thriller']"
Astral City 2: The Messengers,Nosso Lar 2: Os Mensageiros,tt3096770,111,pt,['BR'],"A group of messenger spirits led by Aniceto, including doctor André Luiz, are tasked with going to Earth to help rescue three proteges whose interconnected stories are about to fail.",2024-01-25,,,,7.0,25,0.9343,Wagner de Assis,"Othon Bastos, Edson Celulari, Fábio Lago",,583.0,6.0,,,,['Drama']
The Bus of Life,El bus de la vida,tt27110882,98,es,['ES'],"Andrés, a music teacher diagnosed with cancer, seeks treatment at a hospital in the city. His travels there on a singular, dilapidated bus accompanied by other cancer patients. It soon becomes an extraordinary experience, giving him new friends and a far more joyous understanding of life. He also learns to conquer his fears, such as the stage fright which has frustrated a budding career as a musician.",2024-07-03,,,,6.7,34,1.2775,Ibon Cormenzana,"Dani Rovira, Susana Abaitua, Julen Castillo",,20.0,,,,,['Drama']
Maybe More,Et plus si affinités,tt31159666,77,fr,['FR'],"After 25 years together, married life has taken its toll on Xavier and Sophie, so when Sophie decides to invite their neighbours over for dinner, Xavier is less than enthusiastic to say the least! He can’t stand how obviously still in love they are and their lack of discretion… especially at night! On coming face-to-face with the uninhibited couple, Xavier and Sophie will be forced to confront their own, sad reality, before finding themselves pushed into a corner by a somewhat… indecent proposal.",2024-04-03,,,,5.778,81,1.0813,"Olivier Ducray, Wilfried Méance","Isabelle Carré, Bernard Campan, Julia Faure",,267.0,6.3,,,,"['Comedy', 'Drama']"
Riddle of Fire,Riddle of Fire,tt7575046,114,en,"['US', 'FR']",Three mischievous children embark on a woodland odyssey when their mother sends them on an errand.,2024-03-21,,,,7.2,35,1.5143,Weston Razooli,"Lio Tipton, Charles Halford, Charlie Stover",7 wins & 9 nominations,1579.0,6.6,,7.9,PG-13,"['Action', 'Adventure', 'Comedy']"
Apollo 13: Survival,Apollo 13: Survival,tt31852716,98,en,['GB'],"Using original footage and interviews, this documentary tells the nail-biting story of Apollo 13 and the struggle to bring its astronauts safely home.",2024-03-08,https://www.netflix.com/title/81444292,,,7.1,33,1.0556,Peter Middleton,"Neil Armstrong, Jules Bergman, James Burke",1 nomination,1908.0,7.3,,10.0,,"['Documentary', 'History']"
An Ideal Father,Un père idéal,tt32355576,90,fr,['FR'],"Michel, the jovial owner of the only café in a small Normandy town, sees his life turned upside down when his teenage daughter is murdered. The community has his back but soon rumor spreads and Michel is singled out. From the ideal father, he becomes the ideal culprit.",2024-04-21,,,,6.365,115,0.862,Hélène Fillières,"Laurent Gerra, Eddy Mitchell, Rufus",,21.0,,,,,['Drama']
